title,rating,price,stock,category
This Is Where It Ends,2,27.12,14,Young Adult
Twenty Yawns,2,22.08,14,Childrens
Through the Woods,2,25.38,14,Sequential Art
The Year of Magical Thinking,2,43.04,14,Nonfiction
The Wright Brothers,4,56.8,14,Default
The White Queen (The Cousins' War #1),5,25.91,14,Add a comment
The Wedding Pact (The O'Malleys #2),3,32.61,14,Romance
The Time Keeper,5,27.88,14,Fiction
The Star-Touched Queen,5,46.02,14,Fantasy
The Songs of the Gods,5,44.48,14,Default
The Testament of Mary,4,52.67,14,Fiction
The Song of Achilles,5,37.4,14,Add a comment
The Rosie Project (Don Tillman #1),1,54.04,14,Default
The Power of Habit: Why We Do What We Do in Life and Business,3,16.88,14,Default
The Marriage of Opposites,4,28.08,14,Historical Fiction
The Lucifer Effect: Understanding How Good People Turn Evil,1,10.4,14,Psychology
The Long Haul (Diary of a Wimpy Kid #9),1,44.07,14,Humor
The Loney,1,23.4,14,Horror
The Literature Book (Big Ideas Simply Explained),3,17.43,14,Nonfiction
The Last Mile (Amos Decker #2),2,54.21,14,Mystery
The Hidden Oracle (The Trials of Apollo #1),2,52.26,14,Fantasy
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,3,28.77,14,Food and Drink
The Guilty (Will Robie #4),2,13.82,14,Thriller
The Darkest Lie,5,35.35,14,Young Adult
The Dovekeepers,1,48.78,14,Add a comment
The First Hostage (J.B. Collins #2),3,25.85,14,Fiction
The Bane Chronicles (The Bane Chronicles #1-11),4,44.73,14,Fantasy
The 14th Colony (Cotton Malone #11),1,39.24,14,Thriller
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,1,15.77,14,Nonfiction
Tastes Like Fear (DI Marnie Rome #3),1,10.69,14,Mystery
Take Me with You,3,45.21,14,Fiction
Swell: A Year of Waves,1,45.58,14,Nonfiction
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),5,11.89,14,Sequential Art
Still Life with Bread Crumbs,3,26.41,14,Fiction
Steve Jobs,5,39.5,14,Default
That Darkness (Gardiner and Renner #1),1,13.92,14,Mystery
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,4,44.74,14,Science
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",4,35.43,14,Sequential Art
Someone Like You (The Harrisons #2),5,52.79,14,Contemporary
Shtum,4,55.84,14,Fiction
The Immortal Life of Henrietta Lacks,2,40.67,14,Add a comment
See America: A Celebration of Our National Parks & Treasured Sites,3,48.87,14,Travel
Robin War,3,47.82,14,Sequential Art
salt.,4,46.78,14,Poetry
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",2,25.48,14,Sequential Art
Pet Sematary,3,10.56,14,Horror
Rain Fish,3,23.57,14,Childrens
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",5,50.89,14,Poetry
Old School (Diary of a Wimpy Kid #10),5,11.83,14,Humor
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,2,21.95,14,Nonfiction
Once Was a Time,2,18.28,14,Childrens
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",2,38.39,14,Sequential Art
My Name Is Lucy Barton,1,41.56,14,Fiction
My Kind of Crazy,1,40.36,14,Young Adult
My Mrs. Brown,3,24.48,14,Fiction
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",3,52.15,14,Self Help
Mr. Mercedes (Bill Hodges Trilogy #1),1,28.9,14,Fiction
Made to Stick: Why Some Ideas Survive and Others Die,5,38.85,14,Business
More Than Music (Chasing the Dream #1),2,37.61,14,Add a comment
Luckiest Girl Alive,3,49.83,14,Default
Luis Paints the World,3,53.95,14,Childrens
Lowriders to the Center of the Earth (Lowriders in Space #2),2,51.51,14,Sequential Art
Love Is a Mix Tape (Music #1),1,18.03,14,Music
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",4,46.91,14,Default
Let It Out: A Journey Through Journaling,5,26.79,14,Nonfiction
Lady Midnight (The Dark Artifices #1),5,16.28,14,Default
Island of Dragons (Unwanteds #7),1,29.65,14,Fantasy
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",1,19.55,14,Food and Drink
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,4,25.98,14,Humor
I Am Pilgrim (Pilgrim #1),4,10.6,14,Fiction
Looking for Lovely: Collecting the Moments that Matter,5,29.14,14,Nonfiction
"Hush, Hush (Hush, Hush #1)",3,47.02,14,Default
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",5,14.75,14,Humor
Hold Your Breath (Search and Rescue #1),1,28.82,14,Romance
God: The Most Unpleasant Character in All Fiction,5,30.03,14,Religion
Glory over Everything: Beyond The Kitchen House,3,45.84,14,Historical Fiction
Greek Mythic History,5,10.23,14,Default
Hamilton: The Revolution,3,58.79,14,Nonfiction
Feathers: Displays of Brilliant Plumage,3,49.05,14,Art
Every Last Word,3,46.47,14,Default
Eligible (The Austen Project #4),3,27.09,14,Fiction
El Deafo,5,57.62,14,Sequential Art
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",5,51.75,14,Nonfiction
Eight Hundred Grapes,4,14.39,14,Fiction
"Eat Fat, Get Thin",2,54.07,14,Health
Doctor Sleep (The Shining #2),2,40.12,14,Horror
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),5,37.51,14,Fantasy
Dear Mr. Knightley,5,11.21,14,Fiction
Daily Fantasy Sports,1,36.58,14,Default
Crazy Love: Overwhelmed by a Relentless God,2,47.72,14,Christian
Cometh the Hour (The Clifton Chronicles #6),3,25.01,14,Fiction
Code Name Verity (Code Name Verity #1),4,22.13,14,Add a comment
Don't Get Caught,1,55.35,14,Young Adult
Clockwork Angel (The Infernal Devices #1),1,44.14,14,Default
City of Glass (The Mortal Instruments #3),4,56.02,14,Fantasy
City of Bones (The Mortal Instruments #1),1,43.28,14,Default
City of Fallen Angels (The Mortal Instruments #4),4,11.23,14,Default
City of Ashes (The Mortal Instruments #2),1,47.27,14,Default
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",4,15.06,14,Nonfiction
Cell,4,20.29,14,Add a comment
Catching Jordan (Hundred Oaks),3,50.83,14,Young Adult
"Carry On, Warrior: Thoughts on Life Unarmed",3,31.85,14,Default
Carrie,2,46.23,14,Default
Brain on Fire: My Month of Madness,5,49.32,14,Nonfiction
Buying In: The Secret Dialogue Between What We Buy and Who We Are,4,37.8,14,Nonfiction
Batman: Europa,2,32.01,14,Sequential Art
Barefoot Contessa Back to Basics,1,28.01,14,Food and Drink
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,5,50.62,14,Food and Drink
Balloon Animals,3,17.03,14,Fiction
Art Ops Vol. 1,3,48.8,14,Sequential Art
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),4,58.14,14,Young Adult
Angels & Demons (Robert Langdon #1),3,51.48,14,Default
Angels Walking (Angels Walking #1),2,34.2,14,Add a comment
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",2,10.9,14,Sequential Art
All the Light We Cannot See,5,29.87,14,Historical
Abstract City,5,56.37,14,Nonfiction
A Study in Scarlet (Sherlock Holmes #1),2,16.73,14,Mystery
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",2,56.48,14,Add a comment
A Man Called Ove,1,39.72,14,Fiction
A People's History of the United States,2,40.79,14,Add a comment
A Distant Mirror: The Calamitous 14th Century,3,14.58,14,History
A Brush of Wings (Angels Walking #3),1,55.51,14,Add a comment
1491: New Revelations of the Americas Before Columbus,3,21.8,14,History
"The Three Searches, Meaning, and the Story",3,13.33,13,Default
Searching for Meaning in Gailana,1,38.73,13,Fantasy
My Kitchen Year: 136 Recipes That Saved My Life,2,11.53,13,Food and Drink
13 Hours: The Inside Account of What Really Happened In Benghazi,1,27.06,13,Nonfiction
Rook,4,37.86,13,Add a comment
Will You Won't You Want Me?,3,13.86,12,Womens Fiction
Tipping Point for Planet Earth: How Close Are We to the Edge?,1,37.55,12,Science
The Star-Touched Queen,5,32.3,12,Fantasy
The Silent Sister (Riley MacPherson #1),5,46.29,12,Fiction
The Midnight Watch: A Novel of the Titanic and the Californian,1,26.2,12,Add a comment
The Lonely City: Adventures in the Art of Being Alone,2,33.26,12,Nonfiction
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,4,59.15,12,Add a comment
The Golden Condom: And Other Essays on Love Lost and Found,1,39.43,12,Psychology
A Time of Torment (Charlie Parker #14),5,48.35,14,Mystery
The Epidemic (The Program 0.6),5,14.44,12,Young Adult
The Dinner Party,2,56.54,12,Fiction
The Diary of a Young Girl,3,59.9,12,Nonfiction
The Children,3,11.88,12,Add a comment
Stars Above (The Lunar Chronicles #4.5),2,48.05,12,Young Adult
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,3,21.21,12,Nonfiction
Raspberry Pi Electronics Projects for the Evil Genius,4,49.67,12,Default
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,1,43.14,12,Business
Psycho: Sanitarium (Psycho #1.5),5,36.97,12,Horror
Poisonous (Max Revere Novels #3),3,26.8,12,Mystery
One with You (Crossfire #5),4,15.71,12,Add a comment
No Love Allowed (Dodge Cove #1),4,54.65,12,Young Adult
Murder at the 42nd Street Library (Raymond Ambler #1),4,54.36,12,Mystery
Most Wanted,3,35.28,12,Mystery
"Love, Lies and Spies",2,20.55,12,Historical Fiction
How to Speak Golf: An Illustrated Guide to Links Lingo,5,58.32,12,Default
Hide Away (Eve Duncan #20),1,11.84,12,Mystery
Furiously Happy: A Funny Book About Horrible Things,4,41.46,12,Nonfiction
Everyday Italian: 125 Simple and Delicious Recipes,5,20.1,12,Food and Drink
Equal Is Unfair: America's Misguided Fight Against Income Inequality,1,56.86,12,Politics
Eleanor & Park,5,56.51,12,Default
Dirty (Dive Bar #1),4,40.83,12,Romance
Boar Island (Anna Pigeon #19),3,59.48,12,Mystery
Can You Keep a Secret? (Fear Street Relaunch #4),1,48.64,12,Horror
A Paris Apartment,4,39.01,12,Historical Fiction
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",1,38.77,12,Food and Drink
Troublemaker: Surviving Hollywood and Scientology,2,48.39,11,Default
The Widow,2,27.26,11,Mystery
"The Sleep Revolution: Transforming Your Life, One Night at a Time",4,11.68,11,Nonfiction
The Improbability of Love,1,59.45,11,Fiction
Take Me Home Tonight (Rock Star Romance #3),3,53.98,11,Romance
The Art of Startup Fundraising,3,21.0,11,Business
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",2,21.15,11,Biography
Off the Hook (Fishing for Trouble #1),3,47.67,11,Romance
Playing with Fire,3,13.71,11,Mystery
"Mother, Can You Not?",5,16.89,11,Nonfiction
Mothering Sunday,2,13.34,11,Fiction
Lilac Girls,2,17.28,11,Historical Fiction
M Train,1,27.18,11,Autobiography
Sleeping Giants (Themis Files #1),1,48.74,11,Science Fiction
Lies and Other Acts of Love,1,45.14,11,Fiction
Keep Me Posted,4,20.46,11,Womens Fiction
Lab Girl,1,40.85,11,Autobiography
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,3,56.27,11,Psychology
Grey (Fifty Shades #4),4,48.49,11,Womens Fiction
"Exit, Pursued by a Bear",4,51.34,11,Young Adult
Daredevils,3,16.34,11,Fiction
Born for This: How to Find the Work You Were Meant to Do,5,21.59,11,Business
Arena,4,21.36,11,Science Fiction
Adultery,5,20.88,11,Default
A Mother's Reckoning: Living in the Aftermath of Tragedy,3,19.53,11,Nonfiction
A Gentleman's Position (Society of Gentlemen #3),5,14.75,11,Romance
11/22/63,3,48.48,11,Fiction
Cravings: Recipes for What You Want to Eat,3,20.5,11,Food and Drink
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",2,24.57,10,Nonfiction
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,5,49.71,10,Health
Watchmen,4,58.05,9,Add a comment
Without Shame,5,48.27,9,Add a comment
Unlimited Intuition Now,4,58.87,9,Default
Underlying Notes,2,11.82,9,Default
The Shack,1,28.03,9,Fiction
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",4,12.34,9,Food and Drink
The New Brand You: Your New Image Makes the Sale for You,5,44.05,9,Default
The Flowers Lied,2,16.68,9,Default
The Book of Mormon,3,24.57,9,Religion
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",1,55.91,9,Science
The Alien Club,1,54.4,9,Young Adult
If I Gave You God's Phone Number....: Searching for Spirituality in America,1,20.91,9,Spirituality
"Fruits Basket, Vol. 9 (Fruits Basket #9)",4,33.95,9,Sequential Art
Dress Your Family in Corduroy and Denim,3,43.68,9,Humor
The Art and Science of Low Carbohydrate Living,5,52.98,9,Health
Suzie Snowflake: One beautiful flake (a self-esteem story),5,54.81,9,Novels
Nap-a-Roo,1,25.08,9,Childrens
Modern Day Fables,2,47.44,9,Default
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",4,10.41,9,Default
Don't Forget Steven,1,33.23,9,Young Adult
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,2,35.92,9,Nonfiction
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,4,48.63,9,Art
Why Not Me?,1,17.76,8,Nonfiction
A Hero's Curse (The Unseen Chronicles #1),3,50.49,9,Add a comment
23 Degrees South: A Tropical Tale of Changing Whether...,2,35.79,9,Add a comment
A Shard of Ice (The Black Symphony Saga #1),3,56.63,9,Fantasy
When Breath Becomes Air,2,39.36,8,Nonfiction
"Zero to One: Notes on Startups, or How to Build the Future",3,34.06,8,Nonfiction
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,2,36.94,8,Travel
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),5,43.62,8,Default
The High Mountains of Portugal,1,51.15,8,Fiction
The Martian (The Martian #1),2,41.39,8,Default
The New Drawing on the Right Side of the Brain,3,43.02,8,Art
The Grownup,1,35.88,8,Short Stories
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,1,36.91,8,Business
South of Sunshine,1,28.93,8,Young Adult
Smarter Faster Better: The Secrets of Being Productive in Life and Business,5,38.89,8,Nonfiction
Shadows of the Past (Logan Point #1),5,39.67,8,Christian Fiction
Silence in the Dark (Logan Point #4),3,58.33,8,Suspense
Roller Girl,5,14.1,8,Sequential Art
Rising Strong,3,21.82,8,Nonfiction
Proofs of God: Classical Arguments from Tertullian to Barth,1,54.21,8,Philosophy
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",4,28.45,8,Nonfiction
Please Kill Me: The Uncensored Oral History of Punk,4,31.19,8,Music
Out of Print: City Lights Spotlight No. 14,5,53.64,8,Poetry
Miller's Valley,2,58.54,8,Fiction
My Life Next Door (My Life Next Door ),5,36.39,8,Young Adult
Man's Search for Meaning,3,29.48,8,Nonfiction
Les Fleurs du Mal,5,29.04,8,Poetry
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,3,12.55,8,Nonfiction
Left Behind (Left Behind #1),2,40.72,8,Default
Kill 'Em and Leave: Searching for James Brown and the American Soul,5,45.05,8,Music
Kierkegaard: A Christian Missionary to Christians,1,47.13,8,Philosophy
John Vassos: Industrial Design for Modern Life,4,20.22,8,Default
I'll Give You the Sun,1,56.48,8,Default
Hystopia: A Novel,4,21.96,8,Fiction
I Will Find You,1,44.21,8,Nonfiction
Howl and Other Poems,2,40.45,8,Poetry
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",2,25.06,8,Nonfiction
History of Beauty,4,10.29,8,Art
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,2,52.86,8,Default
Future Shock (Future Shock #1),5,55.65,8,Young Adult
Ender's Game (The Ender Quintet #1),1,43.64,8,Default
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,1,28.41,8,Science
Death by Leisure: A Cautionary Tale,4,37.51,8,Default
Brilliant Beacons: A History of the American Lighthouse,3,11.45,8,History
Between the World and Me,4,56.91,8,Nonfiction
Being Mortal: Medicine and What Matters in the End,4,55.06,8,Nonfiction
"A Murder Over a Girl: Justice, Gender, Junior High",3,13.2,8,Nonfiction
32 Yolks,2,53.63,8,Food and Drink
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,3,12.08,7,Self Help
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",5,44.48,8,History
Wildlife of New York: A Five-Borough Coloring Book,2,22.14,7,Default
What Happened on Beale Street (Secrets of the South Mysteries #2),5,25.37,7,Mystery
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,2,46.33,7,Spirituality
Under the Tuscan Sun,3,37.33,7,Travel
The Whale,4,35.96,7,Childrens
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,1,34.72,7,Default
Toddlers Are A**holes: It's Not Your Fault,1,25.55,7,Humor
The Story of Art,4,41.14,7,Art
Brazen: The Courage to Find the You That's Been Hiding,2,19.22,8,Nonfiction
The Origin of Species,4,10.01,7,Science
The Good Girl,3,49.03,7,Default
The Great Gatsby,4,36.05,7,Default
The Glass Castle,1,16.24,7,Add a comment
The Drowning Girls,3,35.67,7,Add a comment
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,1,39.55,7,Biography
The Constant Princess (The Tudor Court #1),3,16.62,7,Historical Fiction
The Bourne Identity (Jason Bourne #1),4,42.78,7,Fiction
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),5,52.3,7,Mystery
The Art Book,2,32.34,7,Art
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,4,33.17,7,Default
"Sit, Stay, Love",3,20.9,7,Romance
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,2,20.9,7,Default
Sister Dear,4,40.2,7,Fiction
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",3,52.87,7,Childrens
"Rich Dad, Poor Dad",1,51.74,7,Business
Raymie Nightingale,2,34.41,7,Childrens
Playing from the Heart,1,32.38,7,Childrens
Team of Rivals: The Political Genius of Abraham Lincoln,5,20.12,7,Add a comment
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",5,11.38,7,Food and Drink
Nightstruck: A Novel,4,50.35,7,Young Adult
Meternity,3,43.58,7,Womens Fiction
Memoirs of a Geisha,3,49.67,7,Fiction
Like Never Before (Walker Family #2),2,28.77,7,Christian Fiction
Life of Pi,4,13.22,7,Default
John Adams,4,57.43,7,Add a comment
Leave This Song Behind: Teen Poetry at Its Best,5,51.17,7,Poetry
King's Folly (The Kinsman Chronicles #1),5,39.61,7,Fantasy
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,2,28.25,7,Food and Drink
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),4,46.01,7,Food and Drink
"Fruits Basket, Vol. 7 (Fruits Basket #7)",1,19.57,7,Sequential Art
For the Love: Fighting for Grace in a World of Impossible Standards,3,45.13,7,Nonfiction
Delivering the Truth (Quaker Midwife Mystery #1),4,20.89,7,Mystery
Finding God in the Ruins: How God Redeems Pain,2,46.64,7,Nonfiction
Every Heart a Doorway (Every Heart A Doorway #1),5,12.16,7,Fantasy
Counted With the Stars (Out from Egypt #1),5,17.97,7,Christian Fiction
"Chronicles, Vol. 1",2,52.6,7,Music
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,1,25.77,7,Christian
Benjamin Franklin: An American Life,3,48.19,7,Biography
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",5,29.93,7,Philosophy
A Summer In Europe,2,44.34,7,Travel
A Short History of Nearly Everything,5,52.4,7,History
Good in Bed (Cannie Shapiro #1),5,37.05,7,Add a comment
A Gathering of Shadows (Shades of Magic #2),4,44.81,7,Fantasy
The Sound Of Love,5,57.84,6,Default
The Rise and Fall of the Third Reich: A History of Nazi Germany,2,39.67,6,History
The Perks of Being a Wallflower,3,55.02,6,Default
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,4,59.45,6,Nonfiction
The Makings of a Fatherless Child,2,31.58,6,Default
The Hobbit (Middle-Earth Universe),5,17.8,6,Default
The Invention of Wings,1,37.34,6,Historical Fiction
The Great Railway Bazaar,1,30.54,6,Travel
The Golden Compass (His Dark Materials #1),1,18.77,6,Add a comment
The God Delusion,3,46.85,6,Add a comment
The Girl You Left Behind (The Girl You Left Behind #1),1,15.79,6,Historical
The Joy of Cooking,4,43.27,6,Add a comment
The Fellowship of the Ring (The Lord of the Rings #1),2,10.27,6,Default
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),5,15.42,6,Poetry
The Barefoot Contessa Cookbook,5,59.92,6,Food and Drink
Tell the Wolves I'm Home,2,50.96,6,Young Adult
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,3,30.6,6,Default
Musicophilia: Tales of Music and the Brain,1,46.58,6,Default
Pride and Prejudice,4,19.27,6,Add a comment
Mere Christianity,3,48.51,6,Add a comment
Me Before You (Me Before You #1),1,19.02,6,Fiction
In the Woods (Dublin Murder Squad #1),2,38.38,6,Mystery
In Cold Blood,4,49.98,6,Nonfiction
How to Stop Worrying and Start Living,5,46.49,6,Self Help
Give It Back,2,18.32,6,Thriller
"Girl, Interrupted",3,42.14,6,Nonfiction
Fun Home: A Family Tragicomic,4,56.59,6,Add a comment
"Fruits Basket, Vol. 6 (Fruits Basket #6)",4,20.96,6,Sequential Art
Deception Point,4,40.32,6,Fiction
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",3,36.39,6,Sequential Art
Catherine the Great: Portrait of a Woman,4,58.55,6,History
The Mysterious Affair at Styles (Hercule Poirot #1),4,24.8,6,Mystery
An Unquiet Mind: A Memoir of Moods and Madness,3,21.3,6,Psychology
Better Homes and Gardens New Cook Book,3,39.61,6,Food and Drink
A Year in Provence (Provence #1),4,56.88,6,Travel
World Without End (The Pillars of the Earth #2),4,32.97,5,Historical Fiction
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",4,47.31,5,Young Adult
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,2,48.67,5,Nonfiction
Where She Went (If I Stay #2),4,41.73,5,Young Adult
This Is Your Brain on Music: The Science of a Human Obsession,1,38.4,5,Music
Two Summers,1,14.64,5,Young Adult
The Secret Garden,4,15.08,5,Classics
The Raven King (The Raven Cycle #4),2,30.57,5,Add a comment
The Raven Boys (The Raven Cycle #1),4,57.74,5,Fantasy
The Power Greens Cookbook: 140 Delicious Superfood Recipes,5,11.05,5,Food and Drink
The Metamorphosis,1,28.58,5,Classics
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,4,53.68,5,Default
The Little Paris Bookshop,3,24.73,5,Fiction
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,5,42.91,5,History
The Grand Design,3,13.76,5,Science
The Hiding Place,4,55.91,5,History
The Firm,3,45.56,5,Fiction
The Fault in Our Stars,1,47.22,5,Default
The False Prince (The Ascendance Trilogy #1),5,56.0,5,Fantasy
The Dream Thieves (The Raven Cycle #2),1,34.5,5,Default
The Darkest Corners,5,11.33,5,Young Adult
The Crossover,4,38.77,5,Poetry
The 5th Wave (The 5th Wave #1),2,11.83,5,Default
Tell the Wind and Fire,3,45.51,5,Fantasy
Tell Me Three Things,1,41.81,5,Young Adult
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,4,25.15,5,Nonfiction
Shiver (The Wolves of Mercy Falls #1),5,16.23,5,Default
Siddhartha,5,34.22,5,Fiction
Remember Me?,3,11.48,5,Default
Red Dragon (Hannibal Lecter #1),3,23.37,5,Horror
Peak: Secrets from the New Science of Expertise,2,16.28,5,Science
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,5,24.91,5,Food and Drink
My Mother Was Nuts,4,31.63,5,Nonfiction
Lola and the Boy Next Door (Anna and the French Kiss #2),4,23.63,5,Young Adult
Maybe Something Beautiful: How Art Transformed a Neighborhood,1,22.54,5,Childrens
Logan Kade (Fallen Crest High #5.5),2,13.12,5,Academic
Last One Home (New Beginnings #1),3,59.98,5,Fiction
Killing Floor (Jack Reacher #1),4,31.49,5,Thriller
Kill the Boy Band,5,15.52,5,Young Adult
Isla and the Happily Ever After (Anna and the French Kiss #3),5,48.13,5,Young Adult
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),2,36.55,5,Default
If I Stay (If I Stay #1),5,38.13,5,Default
"Fruits Basket, Vol. 5 (Fruits Basket #5)",1,16.33,5,Sequential Art
Foundation (Foundation (Publication Order) #1),1,32.42,5,Science Fiction
Find Her (Detective D.D. Warren #8),1,22.37,5,Add a comment
Harry Potter and the Deathly Hallows (Harry Potter #7),1,23.32,5,Default
Fool Me Once,1,16.96,5,Default
Evicted: Poverty and Profit in the American City,1,42.27,5,Add a comment
Drama,2,38.7,5,Default
Dracula the Un-Dead,5,35.63,5,Horror
Digital Fortress,5,58.0,5,Fiction
"Death Note, Vol. 5: Whiteout (Death Note #5)",1,52.41,5,Sequential Art
Critique of Pure Reason,1,20.75,5,Philosophy
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",3,32.35,5,Nonfiction
"Blue Lily, Lily Blue (The Raven Cycle #3)",5,34.13,5,Default
Booked,5,17.49,5,Poetry
Approval Junkie: Adventures in Caring Too Much,5,58.81,5,Autobiography
An Abundance of Katherines,5,10.0,5,Young Adult
America's War for the Greater Middle East: A Military History,2,51.22,5,History
A Girl's Guide to Moving On (New Beginnings #2),1,31.3,5,Romance
Alight (The Generations Trilogy #2),4,58.59,5,Default
A Game of Thrones (A Song of Ice and Fire #1),2,46.42,5,Add a comment
A Clash of Kings (A Song of Ice and Fire #2),3,10.79,5,Add a comment
Vogue Colors A to Z: A Fashion Coloring Book,4,52.35,4,Default
The Shining (The Shining #1),3,27.88,4,Default
The Pilgrim's Progress,2,50.26,4,Classics
The Expatriates,2,44.58,5,Fiction
The Perfect Play (Play by Play #1),3,59.99,4,Romance
The Passion of Dolssa,5,28.32,4,Historical Fiction
The Hunger Games (The Hunger Games #1),5,29.85,4,Default
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,3,38.71,4,Nonfiction
The Gunning of America: Business and the Making of American Gun Culture,4,16.81,4,Nonfiction
The Hound of the Baskervilles (Sherlock Holmes #5),2,14.82,4,Classics
The Demonists (Demonist #1),2,52.11,4,Fantasy
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",2,27.88,4,Sequential Art
The Beast (Black Dagger Brotherhood #14),5,46.08,4,Fantasy
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),3,59.71,4,Thriller
Shopaholic Ties the Knot (Shopaholic #3),5,48.39,4,Womens Fiction
Some Women,5,13.73,4,Womens Fiction
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,2,28.23,4,Nonfiction
Paper and Fire (The Great Library #2),5,49.45,4,Fantasy
Outlander (Outlander #1),5,19.67,4,Default
No One Here Gets Out Alive,5,20.02,4,Music
